card_id,total_amount,tx_count,avg_installments,max_amount,avg_amount,authorized_ratio,target,is_recommended
C_ID_a571a8d216,-47.05422953000003,94,1.6063829787234043,1.20653874,-0.5005769098936174,0.8723404255319149,0.03481068,1
C_ID_cfe8159b22,-6.013730230000001,21,2.142857142857143,1.43193642,-0.28636810619047626,1.0,0.70801458,1
C_ID_497aca16d0,-11.742768179999999,17,0.11764705882352941,-0.46140407,-0.6907510694117647,0.7647058823529411,0.0,1
C_ID_d2f0cd45f2,-11.33101171,21,2.7142857142857144,-0.16132463,-0.5395719861904762,0.9047619047619048,2.64918584,1
C_ID_0c04812a58,-135.17862027999996,229,1.056768558951965,3.74513267,-0.590299651877729,0.9213973799126638,0.86822698,1
C_ID_8066b0bad2,-523.931595729999,777,0.009009009009009009,1.1614592,-0.6743006380051467,0.9227799227799228,0.73212369,1
C_ID_b94173642c,-47.411424610000005,67,0.0,-0.27378304,-0.7076332031343284,0.9701492537313433,-0.43771229,1
C_ID_34b4c556d6,-58.20735725000001,83,0.024096385542168676,-0.29611244,-0.7012934608433736,0.8554216867469879,0.0,1
C_ID_84b4e8aa29,-54.457821779999975,81,0.024691358024691357,-0.43144121,-0.6723187874074071,0.9135802469135802,-1.86402931,1
C_ID_05ce8e8513,-70.92170958000003,108,0.05555555555555555,-0.371245,-0.6566824961111114,0.7407407407407407,0.0,1
C_ID_57c2bd80cc,-55.70763695999998,101,1.198019801980198,0.75708074,-0.5515607619801979,0.9207920792079208,-1.94212819,1
C_ID_a5371b0356,-46.942837880000006,71,0.014084507042253521,0.00287006,-0.6611667307042255,0.971830985915493,0.28490373,1
C_ID_0055fe7cd7,-39.601740750000005,80,1.8125,0.71377434,-0.49502175937500004,0.8125,0.0,1
C_ID_abff8799d2,-191.16229446999986,349,0.0,1.58068386,-0.5477429640974208,0.9684813753581661,-0.69060658,1
C_ID_75f0c852ea,-239.0547175500001,369,0.01084010840108401,4.96316669,-0.6478447630081303,0.9214092140921409,-0.88546467,1
C_ID_3c1a040a74,-28.756881829999998,49,1.1224489795918366,2.47046372,-0.586875139387755,0.7959183673469388,-1.81528586,1
C_ID_d4201cc75e,-20.92509386,36,0.0,0.46422906,-0.5812526072222223,0.9444444444444444,-3.61516295,1
C_ID_c27c1b6b62,-30.88815203000001,49,1.3265306122448979,0.21869585,-0.630370449591837,1.0,-1.55680392,1
C_ID_23a27eafab,-62.22717459000002,107,0.009345794392523364,0.38008059,-0.5815623793457946,0.9158878504672897,0.0,1
C_ID_7a26d98212,-51.17042679,102,1.3823529411764706,1.40188339,-0.501670850882353,0.9509803921568627,-8.11881181,1
C_ID_23a722b759,-58.366518019999994,143,1.2027972027972027,5.22467307,-0.4081574686713286,0.9790209790209791,0.0,1
C_ID_6c6cf2e83c,-368.4890478100002,837,0.014336917562724014,5.26369692,-0.4402497584348868,0.966547192353644,0.0,1
C_ID_17c92f4b1e,-9.56031759,17,0.0,0.10477987,-0.5623716229411765,0.9411764705882353,2.50506599,1
C_ID_7a176a567e,-105.97740464999994,162,0.0,0.76776459,-0.6541815101851848,0.9753086419753086,-2.29753432,1
C_ID_5518b50023,-299.80504135000007,461,1.1149674620390455,3.99768325,-0.6503363152928417,0.9696312364425163,0.60487625,1
C_ID_d9e1adda8b,-65.83491984999998,92,0.0,-0.2480276,-0.7155969548913041,1.0,0.3575172,1
C_ID_0faa367eae,-12.87073328,23,0.9565217391304348,-0.14644838,-0.5595970991304348,0.7391304347826086,1.07001336,1
C_ID_fb78d67638,-133.81872116999992,248,1.8830645161290323,1.96525737,-0.5395916176209674,0.8387096774193549,0.0,1
C_ID_799f56cfb4,-5.8398284,15,1.2,0.68061083,-0.38932189333333334,0.9333333333333333,0.0,1
C_ID_82b484685f,-19.828519119999992,47,1.574468085106383,0.97845132,-0.42188338553191473,0.8085106382978723,1.19161537,1
C_ID_3b9ec6c8c3,-72.68440967,105,0.0,0.00441779,-0.692232473047619,0.9714285714285714,-1.47881717,1
